cnpj_basico;razao_social;endereco_completo;cep;ddd;tel;email;desc_porte;nomenclatura_natureza
49273576;BOTICA MAGISTRAL FARMACIA DE MANIPULACAO LTDA;AVENIDA WASHINGTON LUIZ, 709 - CENTRO;19015150;18;32228246;FINANCEIRO@BOTICAMAGISTRAL.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
07369186;CARLOS EDUARDO GOMES SERRA LTDA;RUA EQUADOR, 244 - JARDIM PAULISTA;19023570;18;32216942;paraticon@terra.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
03570694;AUTO POSTO TAMINO LTDA;AVENIDA BRASIL, 3081 - CENTRO;19013002;;;;ME - Micro Empresa;Sociedade Empresária Limitada
51401255;OESTE AGRICOLA COMERCIAL LTDA;RUA MARIA LORENCETE COLNAGO, 148 - JARDIM REGINA;19024200;18;98239938;FINANCEIRO@OESTEEMBALAGENSPP.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
08205716;FILETTI & FILETTI ESCOLA PREPARATORIA LTDA;AVENIDA BRASIL, 102 - VILA JESUS;19010030;18;21041198;CONTRATOS@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
08323754;CLEUSA APARECIDA GAZOLA RAMALHO LTDA;RUA SHIGETO FUKUSHIMA, 100 - PARQUE RESIDENCIAL FUNADA;19068010;18;39077339;PETSHOPVALEVERDE@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
08333612;COTE - CENTRO DE ORTOPEDIA E TRAUMATOLOGIA ESPORTIVA LTDA.;RUA DOMINGOS DE MORAES, 451 - JARDIM BELA DARIA;19013180;18;39172075;LEGALIZACAO@DELLICAMPOS.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
95363339;MIYAZAKI TINTAS LTDA;AVENIDA BRASIL, 2260 - JARDIM BELA DARIA;19013001;43;33246414;miyazaki@sercomtel.com.br;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
08690805;MADEIREIRA SANTA CLARA MATERIAIS PARA CONSTRUCAO LTDA;RUA CORONEL ALBINO, 3212 - JARDIM BELO HORIZONTE;19026000;18;32238766;dimecont@stetnet.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
08694034;GOTTARDI & GOMES - COMERCIO DE CALCADOS LTDA;RUA SIQUEIRA CAMPOS, 499 - CENTRO;19010061;18;39045285;CONTABIL@PRUDENTEC.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
09067775;SPACE CDC - ASSESSORIA NOTARIAL, REGISTRAL E CERTIDOES LTDA;RUA BENEDICTO FRANCO, 69 - JARDIM ITAPURA;19035240;18;39165289;MARTINS.ASSESSORIA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
09116921;JAR - CONTABILIDADE E SERVICOS DE APOIO ADMINISTRATIVOS LTDA;RUA DOUTOR JOSE FOZ, 323 - CENTRO;19010041;18;32033745;joserodrigues2@uol.com.br;ME - Micro Empresa;Sociedade Simples Limitada
09171107;MOTO TAXI EXPRESSO RODOVIARIA S/S LTDA;RUA LUIZ CUNHA, 16 - VILA NOVA;19010310;18;81562015;MOTOTAXIEXPRESSSO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Simples Limitada
09524625;A. R. FOGACA & SOUZA LTDA;RUA JOAO DA SILVA, 60 - PARQUE SAO MATHEUS;19025390;18;21041198;CONTRATOS@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
09533844;P L ILUMINACAO E DECORACAO LTDA;RUA DOUTOR GURGEL, 1002 - VILA OCIDENTAL;19015140;18;32220304;LUCIANA@CONDUTA.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
10360032;EDSON BARROS SOUZA & CIA LTDA;RUA MANOEL NUNES BITTENCOURT, 389 - JD. ITAPURA;19042340;18;39034881;mc@murante.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
10213435;LAVA JATO 813 LTDA;RUA MAJOR FELICIO TARABAY, 813 - CENTRO;19010051;18;32233579;edc@stetnet.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
10525323;BARAO STORE LTDA;AVENIDA DA SAUDADE, 1135 - CIDADE UNIVERSITARIA;19050310;18;39971456;ESCRITORIO.RENASCER@YAHOO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
10558432;DURA-LEX CONTABILIDADE LTDA;RUA DANIEL MARTIN, 807 - JARDIM CALIFORNIA;19013260;18;21048181;ADMINISTRATIVO@DURA-LEX.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
10566678;CDRT - CLINICA DE DOENCAS RENAIS E TRANSPLANTE S/S LTDA.;RUA TENENTE NICOLAU MAFFEI, 654 - CENTRO;19010010;18;32267644;contasci@stetnet.com.br;ME - Micro Empresa;Sociedade Simples Limitada
10657387;RTI INCORPORACOES IMOBILIARIAS LTDA;RUA DIRCE GOMES, 07 - JARDIM DOS PIONEIROS;19050410;18;33111657;ORCA@DXNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
10703210;UMMA ADMINISTRADORA DE BENS LTDA;RUA DOUTOR JOSE DE SALLES MACUCO, 500 - JARDIM MORUMBI;19060764;11;32579384;MARCELASGBR@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
10708268;DAMACENO - COMERCIO DE COLCHOES LTDA;RUA BARAO DO RIO BRANCO, 500 - CENTRO;19010000;18;21041198;esclider@esclider.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
10748397;WEST TELECOM TECNOLOGIA LTDA;RUA DR. JOSE FOZ, 441 - CENTRO;19010041;18;32232175;GUSTAVO@VIVOPRUDENTE.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
10811589;PADARIA MARE MANSA LTDA;RUA MARIA CATHARINA CHIONHA GIABARDO, 265 - RESIDENCIAL MARE MANSA;19028035;18;39061204;MARCOS_AMACHADO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
10537909;CONSTRUTORA HERBELLA LTDA.;RUA MAESTRO FRANCISCO FORTUNATO, 668 - JARDIM BELA DARIA;19013190;18;97721717;HELCIO_HERBELLA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
10838039;HILMER RICARDO DE GOIS & CIA LTDA;AVENIDA BRASIL, 400 - CENTRO;19010031;18;32222330;RHMOTOS@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
10968791;APPROACH BPO ADMINISTRATIVO E FINANCEIRO LTDA;RUA DOUTOR GURGEL, 1041 - CENTRO;19015140;18;39165185;APPROACH@APPROACHCONTABIL.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
11052102;INSTITUTO DE MEDICINA ESPECIALIZADA LUCA LTDA;RUA CYRO BUENO, 356 - JARDIM MORUMBI;19060560;18;32266933;ORGATECO@ORGATECO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
11055242;TECNIL TELEINFORMATICA LTDA;RUA ORLANDO LOYOLA, 89 - PARQUE RESIDENCIAL SAO LUCAS;19025050;18;33111666;ORCA@DXNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
07389254;GARBAT COMERCIO DE ACUMULADORES LTDA;RUA DOUTOR JOSE  FOZ, 1991 - VILA PINHEIRO;19013011;18;32212124;orgaplan@gmail.com;ME - Micro Empresa;Sociedade Empresária Limitada
11195975;CARTERSOFT SERVICOS DE INFORMATICA LTDA;RUA CYRO BUENO-DR, 600 - JARDIM MORUMBI;19060560;19;99999999;VITOR.VALERIO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
20301820;SCHADEK & COSTA LTDA.;RUA JOSE LEVY GUEDES, 290 - JARDIM DAS ROSAS;19060260;18;32731644;EAMARILDO@UOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
11382349;AQUEO HARA LOCACAO DE MUNCK E CONTAINER DO MARIO LTDA;RUA FRANCISCO MORATO DE OLIVEIRA, 533 - JARDIM PAULISTA;19023080;18;33111666;ORCA@DXNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
11418771;CALADO & CALADO PECAS LTDA;AVENIDA BRASIL, 2464 - VILA INDUSTRIAL;19013002;18;32229382;PRUDEN.LEX@BOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
11494027;FVS HOLDING LTDA;RUA PAULO MARQUES, 658 - VILA BOA VISTA;19020410;11;47887788;;ME - Micro Empresa;Sociedade Empresária Limitada
11507292;BRASA IMOVEIS E PRESTACAO DE SERVICOS S/S LTDA;RUA TENENTE NICOLAU MAFFEI, 1288 - CENTRO;19015020;18;32215511;ATENDIMENTO@ORGATECO.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Simples Limitada
11536995;PRIME PRUDENTE REPRESENTACOES COMERCIAIS LTDA.;RUA RITA ROCHA LUIZARI, 121 - JARDIM MARACANA;19026330;18;39063021;assescontprudente@hotmail.com;ME - Micro Empresa;Sociedade Empresária Limitada
11567304;KAJU DELIVERY.COM LTDA;RUA MANOEL CARNEIRO FARIA, 268 - VILA LUCIA ITADA;19013140;18;39087405;CONTABILCARDINALLI@TERRA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
11567607;JCI SOLUCOES GRAFICAS LTDA;AVENIDA ANA JACINTA, 2071 - NUCLEO BARTHOLOMEU BUENO DE MIRANDA;19066030;18;21041198;ESCLIDER@ESCLIDER.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
11624128;TRANSPORTADORA RODOBREETZ LTDA;RUA AUGUSTO LITHOLDO, 150 - JARDIM MEDITERRANEO;19065040;11;32210411;escritorioexato@terra.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
11999655;MAX LABOR - PRODUTOS PARA LABORATORIO LTDA;RUA JOSE CLARO, 731 - VILA MARISTELA;19020010;18;39061607;MARCOS@MAXLABOR.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
12128131;CLAUDIO JOSE DA SILVA SUPORTE TECNICO LTDA;RUA JOAO BATISTA GOES, 854 - JARDIM NOVO BONGIOVANI;19026685;18;96696412;CLAUJS@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
12227141;KIRIHARA APOIO ADMINISTRATIVO LTDA;ESTRADA SETE COPA, SITIO SAO FRANCISCO, S/N - UNIAO;19030972;18;21041198;ESCLIDER@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
12246367;FERRAZ & MAZZA SERVICOS DE SAUDE LTDA;RUA PADRE JOAO GOETZ, 1131 - JARDIM COLINA;19061146;18;39172075;LEGALIZACAO@DELLICAMPOS.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
12445418;P B C MATERIAIS PARA CONSTRUCAO LTDA;AVENIDA DOUTOR IBRAIN NOBRE, 1245 - PARQUE FURQUIM;19030260;18;32231989;visaoassessoria1@terra.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
12621209;ARTON - COMERCIO DE AUTO PECAS LTDA;RUA JOSE PETRIN, 215 - JARDIM CAMBUY;19061554;18;39083892;ARTON-ESCAP@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
12928528;NOGUEIRA MEDICOS ASSOCIADOS S/S;RUA JACOB BLUMER, 10 - RESIDENCIAL;19015160;18;32220304;LUCIANA@CONDUTA.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Simples Pura
13226687;UNO SEGRETTO MASSAS LTDA;RUA SIQUEIRA CAMPOS, 1545 - VILA ROBERTO;19013030;18;32213593;edonaton@hotmail.com;ME - Micro Empresa;Sociedade Empresária Limitada
13260519;MH FILTROS E BEBEDOUROS LTDA;RUA NEOFITA NASCIMENTO, 748 - JARDIM SANTA TEREZA;19023030;18;97710906;MHFILTROSEBEBEDOUROS@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
13263932;JARDIM DA ROSA CANTINA LTDA;RUA CORONEL ALBINO, 1776 - PARQUE SAO JUDAS TADEU;19023350;18;32267644;ANTONIO@BRAGAMELLO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
09059142;SCALON & MASSUIA LTDA;AVENIDA JOAQUIM CONSTANTINO, 1067 - JARDIM RIO 400;19053300;18;32222899;INJETORADIESELFINANCEIRO@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
13458475;VALDIR RIITI MURAMATSO LTDA;AVENIDA MANOEL GOULART, 2060 - VILA SANTA HELENA;19015241;18;32218890;VMURAMATSO@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
13501229;DASTUR VIAGENS E TURISMO LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 141 - VILA MARISTELA;19020120;18;32233604;OFIEL.CONTABILIDADE@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
97524170;TECNOESTE INSTALACOES LTDA;RUA JOAO BERNANRDO, 100 - RESIDENCIAL ANITA TIEZZI;19051190;18;32226777;TECNOESTE.PP@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
13972216;LIMA, RDO PROJETOS AGROSILVIPASTORIS E AMBIENTAIS LTDA;CHACARA GRANDE IRMAO, S/N - BAIRRO TABOINHA;19035110;18;32731644;eamarildo@uol.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
13976924;AMERICA EDUCACAO LTDA;AVENIDA COMENDADOR ALBERTO BONFIGLIOLI, 2700 - JARDIM ITAIPU;19063390;18;81977545;ALINE.FGV@AMERICABS.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
14028052;ABRASSAN CONSULTORIA E EMPREENDIMENTOS LTDA.;RUA ULISSES RAMOS DE CASTRO, 86 - BOSQUE;19010110;18;39030731;ESCRITORIOGIMENEZ@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
14031960;PAULO WALDECIR DA SILVA E SILVA DESPACHANTE S/S. LTDA;RUA QUINTINO BOCAIUVA, 390 - VILA MARCONDES;19030000;18;32211388;GP.DESPACHANTE@HOTMAIL.COM;ME - Micro Empresa;Sociedade Simples Limitada
09222496;CIRURGICA OESTE PAULISTA LTDA;RUA ALVARES MACHADO, 330 - VILA EUCLIDES;19015450;18;39172993;CIRURGICAOESTE@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
14420841;ARENA - CONSTRUTORA E INCORPORADORA LTDA;RUA DOS CISNES, 50 - JARDIM JOAO PAULO II;19061374;18;97830360;MARINABOTI@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
14432711;SALOMAO & WHITAKER ARTIGOS DO VESTUARIO LTDA;RUA MAJOR FELICIO TARABAY, 718 - CENTRO;19010051;18;39074793;DI_SALOMAO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
11286409;MANFRIM E PERUCCI CENTRO AUTOMOTIVO LTDA;RUA DOUTOR JOSE FOZ, 340 - CENTRO;19010041;18;39085218;contato@escritoriopremier.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
14564055;CARVALHO & SILVA COMERCIO DE TINTAS LTDA;AVENIDA ANA JACINTA, 1051 - JARDIM SAO PAULO;19027360;18;32228246;FERNANDO.BECEGATO@UOL.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
14621183;CONSUTORIO DE PSICOLOGIA E FISIOTERAPIA CORPO & ALMA S/S LTDA;AVENIDA WASHINGTON LUIZ, 2536 - JARDIM PAULISTA;19023450;18;97229822;vando.xavier@hotmail.com;ME - Micro Empresa;Sociedade Simples Limitada
14751716;J O CLINICA VETERINARIA LTDA;RUA SALVADOR MELONI, 432 - CIDADE UNIVERSITARIA;19050510;18;32227886;AGRORURAL@STETNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
20416098;J. S. FERREIRA TRANSPORTES E LOGISTICA LTDA;RUA PROFESSOR JAIME SOARES, 310 - VILA FORMOSA;19053290;18;39078444;GUIMARAES@GUIMARAESCONTABILIDADE.NET;ME - Micro Empresa;Sociedade Empresária Limitada
14939096;PORTO - PRESTADORA DE SERVICOS S/S UNIPESSOAL LTDA;RUA DJALMA DUTRA, 692 - VILA OCIDENTAL;19015040;18;32266933;ORGATECO@ORGATECO.COM.BR;ME - Micro Empresa;Sociedade Simples Limitada
11538678;B&B COMERCIO DE VESTUARIO LTDA;RUA SIQUEIRA CAMPOS, 1.545 - VILA ROBERTO;19013030;18;32214314;datacon@iftnet.com.br;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
15169599;CASA DE CARNES ZE DO LACO LTDA;RUA JOSE BONGIOVANI, 499 - VILA LIBERDADE;19050680;18;32218554;datacon@iftnet.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
15258994;PROCED CONTABILIDADE & TRIBUTARIA LTDA;RUA SETE DE SETEMBRO, 2160 - VILA DO ESTADIO;19015080;18;39029362;PROCED@PROCEDCONTABILIDADE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
15296146;IDOT PRODUTOS PROFISSIONAIS E EDITORA LTDA;RUA PEDRO DE OLIVEIRA COSTA, 264 - CENTRO;19010100;18;33111665;LEGAL@ORCAERAZAOCONTABILIDADE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
15378005;INTENSIMED SERVICOS MEDICOS LTDA;RUA MARIANA DE MATTOS, 415 - JARDIM BONGIOVANI;19050450;19;97344507;MELINA.MBB@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
08165646;TONINHO TRATOR - PECAS E SERVICOS PARA TRATORES LTDA;AVENIDA JOAQUIM CONSTANTINO, 4644 - PARQUE CEDRAL;19067550;18;39083612;TONINHO-TRATOR@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
08737069;MONTANHOLI & BUENO LTDA.;RUA JOSE BONGIOVANI, 1420 - JARDIM ESPLANADA;19061450;18;39088523;SRFBUENO@UOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
09131912;YAMADA & PRADO ALIMENTOS LTDA;RUA JOSE MORANDI JUNIOR, 34 - VILA MIRIAM;19013150;18;32238289;contamr@hotmail.com;ME - Micro Empresa;Sociedade Empresária Limitada
10912211;ANE & GI CONFECCOES INFANTIL LTDA;AVENIDA MANOEL GOULART, 2400 - VILA SANTA HELENA;19060000;18;32231030;dpsmp@hotmail.com;ME - Micro Empresa;Sociedade Empresária Limitada
11471823;CR PRUDENTE EQUIPAMENTOS E SERVICOS LTDA;RUA JOAO MIGUEL AMARAL, 35 - JARDIM SANTA ELIZA;19027010;18;97713900;CRPRUDENTE.CONTATO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
15340491;MADEIREIRA PRUDENTAO LTDA;AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA, 4383 - JARDIM NOVO BONGIOVANI;19026655;18;32218185;roberto_yoshida@hotmail.com;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
10840665;L.M. INFORMATICA DE PRUDENTE LTDA;RUA DJALMA DUTRA, 649 - VILA OCIDENTAL;19015040;18;32211518;MARCIO.FUZARO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
10461346;UNYPC INFORMATICA LTDA;RUA QUINTINO BOCAIUVA, 200 - VILA MARCONDES;19030000;18;32215159;CONTATO@UNYPC.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
16518831;LOSARA COMERCIO DE ROUPAS FEMININAS LTDA;RUA DOUTOR JOSE FOZ, 446 - CENTRO;19010041;18;39076566;LOJA-LOSARA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
10951575;LORIVI SERVICOS ADMINISTRATIVOS LTDA;AVENIDA MANOEL GOULART, 428 - VILA NOVA;19010270;18;32214314;datacon@iftnet.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
16682038;SIERRA & LUNGUINHO COMERCIO DE CONFECCOES LTDA;AVENIDA BRASIL, 816 - CENTRO;19010031;18;39034881;mc@muranet.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
10257380;ALCOBERING CONSULTORIA EM REVESTIMENTO DE SEMENTES LTDA;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 2166 - GRUPO EDUCACIONAL ESQUEMA;19065300;18;81774455;ALAN.RL@BOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
16789746;CITRINO VALENCIANO ALIMENTOS LTDA;AVENIDA WASHINGTON LUIZ, 2537 - JARDIM PAULISTA;19023450;18;96954606;ADM.PIZZASHOPPING@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
17125430;VHR COBRANCAS LTDA;AVENIDA DA SAUDADE, 535 - CIDADE UNIVERSITARIA;19050310;18;21041198;ESCLIDER@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
17178604;MAEDA APOIO ADMINISTRATIVO LTDA;AVENIDA MANOEL GOULART, 661 - VILA OCIDENTAL;19015240;18;21041198;CONTRATOS@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
17260686;LESSA TECNOLOGIA LTDA;RUA CASEMIRO DIAS, 786 - VILA OCIDENTAL;19015250;18;39096526;CONTATO@LESSATECNOLOGIA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
17429824;GUINCHO REBOTRUCK TIGRAO LTDA;RUA JOAO GOMES FERREIRA, 141 - PARQUE RESIDENCIAL NOZAKI;19070080;18;39086180;GUINCHOREBOTRUCK@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
17555218;OLIVEIRA JUNIOR CLINICA MEDICA CIRURGICA LTDA;RUA ALVARES MACHADO, 1.032 - VILA EUCLIDES;19015450;18;39172075;RICARDODCOLLI@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
17555477;L. G. MARMORARIA LTDA.;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 8197 - RESIDENCIAL PORTAL NORTE;19033390;18;39050596;MARMORARIA_LG@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
17853348;RESTAURANTE TQFP LTDA;AVENIDA PRES. WASHINGTON LUIZ, 1030 - VILA GINASIO;19015150;18;32227698;CONTATO@FULODEMANDACARU.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
18110992;CASA DE REPOUSO MORADA DOS ANJOS LTDA;RUA JOAQUIM NABUCO, 90 - BOSQUE;19010070;18;96880628;CONTATO@NEWVISIONCONTABILIDADE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
15100071;PRIME - PRESTACAO DE SERVICOS ESPECIALIZADOS S/S LTDA;RUA DR JOSE STABILE FILHO, 46 - PARQUE RESIDENCIAL DAMHA II;19053902;18;39165185;volpi@volpicontabilidade.com.br;ME - Micro Empresa;Sociedade Simples Limitada
18278661;A.B. UNIFORMES LTDA;AVENIDA PRES. JUSCELINO KUBITSCHEK DE OLIVEIRA, 1721 - JARDIM EVEREST;19065300;18;32228246;FERNANDO.BECEGATO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
13287233;SILVA TINTAS AUTOMOTIVAS LTDA;AVENIDA BRASIL, 1.861 - VILA SAO JORGE;19013000;18;32221440;SILVATINTAS@STETNET.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
18281532;BRANCOS MECANICA E FREIOS LTDA;RUA MINORO AKIAMA, 150 - JARDIM SANTA ELIZA;19027030;18;32222222;BRANCOS@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
17678179;ALL TIME TECNOLOGIA LTDA;RUA IMIL ESPER, 95 - JARDIM CAMBUY;19061540;18;32218185;PROCED@PROCEDCONTABILIDADE.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
18086814;CAYRES & CAYRES  ASSISTENCIA MEDICA S/S;RUA INDIANA, 245 - VILA EUCLIDES;19015550;18;97738410;MMCAYRES@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Simples Pura
18295379;CLAUDIO IZAAC LTDA;RUA JOSE CARLOS JUNQUEIRA MEIRELLES, 150 - RESIDENCIAL BOURBON PARC;19053893;18;97302511;CLAUDIOCI@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
18607104;SUSSUMU KATUTA LTDA;AVENIDA MANOEL GOULART, 701 - CENTRO;19015240;18;97233928;PASUKA@UOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
18712971;RUIZ & NAVARRO CLINICA MEDICA LTDA;RUA ISIDORO GREGORY, 295 - VILLAGE DAMHA PRESIDENTE PRUDENTE;19053360;18;39172075;ricardodcolli@hotmail.com;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
18856424;HF INFORMATICA LTDA;RUA JOAO GONCALVES FOZ, 145 - VILA MALAMAN;19015480;18;32214314;datacon@iftnet.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
18861281;CMB ASSESSORIA E CONSULTORIA CONTABIL LTDA;RUA MARIANA DE MATTOS, 149 - JARDIM BONGIOVANI;19050450;18;39063611;CONTATO@GRUPOCMB.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
18913154;RESTAURANTE FOGAO BRASIL LTDA.;RUA SIQUEIRA CAMPOS, 1545 - VILA ROBERTO;19013030;18;32215458;FOGAOBRASILPRUDENTE@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
18936460;CLINICA DE FISIOTERAPIA MARASCA LTDA;RUA JOAO GONCALVES FOZ, 474 - VILA HARUO UOYA;19015480;16;81524127;WILLIAM_MARASCA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
18984877;ENFORMA KIDS ATIVIDADES AQUATICAS LTDA;RUA ALEXANDRE TECCHIO NETTO, 191 - JARDIM CAMPO BELO;19060460;18;32266933;orgateco@orgateco.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
19115027;LPC COMERCIAL LTDA;AVENIDA SALIM FARAH MALUF, 163 - JARDIM DAS ROSAS;19026240;18;39288030;ARMANDODIMENSAO@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
19355831;LT TRATORES E MAQUINAS LTDA;AVENIDA BRASIL, 3219 - VILA INDUSTRIAL;19013002;18;32214446;palacio@stetnet.com.br;ME - Micro Empresa;Sociedade Empresária Limitada
10452788;TRANSPORTADORA MMZ LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 871 - BOSQUE;19010080;66;99093580;ADMINISTRATIVO@AGROPECUARIAMMZ.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
19918035;MARILUZ COMERCIO LTDA;RUA RENE GUIMARAES NEY, 53 - RESIDENCIAL FLORENZA;19062160;18;96187545;MARESSA_OD@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
19972541;CERESINI INCORPORADORA LTDA.;RUA CYRO BUENO, 600 - JARDIM MORUMBI;19060560;18;21041198;CERESINI.INCORPORADORA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
20098243;GLOBAL - COBRANCA E SERVICOS DE APOIO COMERCIAL E FINANCEIRO LTDA;RUA SANTA LUZIA, 141 - VILA FORMOSA;19050170;18;32235261;FINANCEIROMASTERWESTERN@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
20640533;LUCAS DANIEL CAVALCANTE SILVA LTDA;AVENIDA JOAQUIM CONSTANTINO, 5855 - PARQUE CEDRAL;19067550;18;39063310;FINANCEIRO@PRUDENTEPNEUS.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
